Site,Plot,Sp,Ht,Dam,X,Y
KIR,4,diccin,0.7,0,4.01875,38.48090071
KIR,4,diccin,0.55,0,5.91025,33.10387781
KIR,4,diccin,0.5,0,7.37875,5.823576945
KIR,4,diccin,0.5,0,7.52975,6.580491238
KIR,4,diccin,0.6,0,7.648,39.36430087
KIR,4,diccin,0.35,0,9.04375,7.887368759
KIR,4,diccin,0.5,0,9.746,7.827227095
KIR,4,diccin,0.4,0,10.132,8.615832867
KIR,4,diccin,0.95,0,10.259,26.10956428
KIR,4,diccin,0.5,0,10.64,7.98
KIR,4,diccin,0.5,0,12.05875,24.50830432
KIR,4,diccin,0.6,0,12.10875,43.3804703
KIR,4,diccin,0.5,0,12.321,31.53292229
KIR,4,diccin,0.6,0,12.54,26.768375
KIR,4,diccin,0.6,0,12.57275,42.57800853
KIR,4,diccin,0.5,0,13.20625,9.891661182
KIR,4,diccin,0.5,0,13.25725,11.1146445
KIR,4,diccin,0.85,0,14.592,37.52147701
KIR,4,diccin,0.75,0,15.03625,16.46818709
KIR,4,diccin,0.5,0,15.87925,0.81204645
KIR,4,diccin,0.6,0,17.50125,13.16496291
KIR,4,diccin,0.65,2,12.28475,42.87785724
KIR,4,diccin,0.8,2,12.98275,39.6555231
KIR,4,diccin,0.65,NA,4.06,18.86813186
KIR,4,grebic,0.9,2,4.48,21.2325128
KIR,4,grefall,1.05,2,10.7320625,29.82711388
KIR,4,unk,0.4,2,6.371,34.02344346
KIT,1,acanil,0.9,0,15.2,42.38685348
KIT,1,acarob,3.4,0,6.74475,30.11260833
KIT,1,acarob,3.9,0,7.88,31.4003871
KIT,1,acarob,0.5,0,12.952,43.04761221
KIT,1,acarob,2.9,0,18.107,5.057326468
KIT,1,acarob,4.9,1,2.3,0
KIT,1,acarob,4.9,1,10.204,2.009573089
KIT,1,acarob,4.4,1,11.34375,3.913992327
KIT,1,acarob,3.6,1,12.6,0
KIT,1,acarob,4.4,1,16.027,6.24301778
KIT,1,acarob,4.9,1,16.27,12.13989703
KIT,1,acarob,4.4,1,16.84375,3.482540156
KIT,1,acarob,0.55,2,5.94375,39.57542155
KIT,1,acarob,4.1,2,6.808,38.80798785
KIT,1,acarob,4.9,2,6.9,0
KIT,1,acarob,0.7,2,9.49,2.007461083
KIT,1,acarob,3.4,2,12.398,30.74643939
KIT,1,acarob,3.9,2,13.536,2.686392376
KIT,1,acarob,6.9,2,13.807,9.571141572
KIT,1,acarob,5.9,2,13.925,11.718975
KIT,1,acarob,4.6,2,16.88,12.82597365
KIT,1,acarob,3.4,2,17.14,2.34742412
KIT,1,acarob,0.5,3,5.14,37.84185869
KIT,1,acarob,0.5,3,6.59,38.44742886
KIT,1,acarob,6.5,3,12.54375,32.41550865
KIT,1,acarob,0.75,4,16.79525,36.57727384
KIT,1,acarob,5.4,4,17.656,37.21306667
KIT,1,acarob,5.9,4,18.91325,37.44695358
KIT,1,acarob,4.9,5,9.47375,18.51723686
KIT,1,acarob,0.4,8,3.80775,26.30398683
KIT,1,acarob,0.9,NA,6.81175,12.68700366
KIT,1,acasen,3.6,2,4.08,22.70323096
KIT,1,acasen,3.6,2,4.4,24.3750122
KIT,1,acasen,3.6,2,8.212,21.97852509
KIT,1,albhar,3.4,1,14.06,10.08
KIT,1,albhar,1.5,2,14.35,10.01636161
KIT,1,comafr,3.2,0,9.84625,2.249746861
KIT,1,comafr,0.2,1,6.93475,0.953542048
KIT,1,comafr,0.35,1,8.08525,2.622733772
KIT,1,comafr,3.4,1,12.26575,28.44561815
KIT,1,comafr,3.9,1,12.277,31.9856926
KIT,1,comafr,3.4,1,14.472,2.578995153
KIT,1,comafr,4.9,2,3.778,1.592707129
KIT,1,comafr,0.3,2,5.09225,10.08756611
KIT,1,comafr,0.25,2,5.375,34.92985153
KIT,1,comafr,0.5,2,5.60325,17.4210674
KIT,1,comafr,0.5,2,6.192,24.95405949
KIT,1,comafr,0.25,2,6.838,1.910956828
KIT,1,comafr,0.8,2,13.23175,31.92568696
KIT,1,comafr,2.2,2,18.778,26.73206679
KIT,1,comafr,NA,2,20.412,26.40359655
KIT,1,comafr,0.57,3,6.06,16.63028563
KIT,1,comafr,2.3,3,7.73125,15.02789983
KIT,1,comafr,0.8,4,4.02976,8.602966601
KIT,1,comafr,2.2,4,13.57875,32.43704044
KIT,1,comafr,1.15,4,20.21275,5.696028216
KIT,1,comafr,0.11,5,1.516,0.769248984
KIT,1,comafr,1.2,6,19.15,36.72718945
KIT,1,comafr,0.6,8,3.80775,26.30398683
KIT,1,commol,0.4,3,0.91025,12.46681374
KIT,1,comtro,1.05,0,0.91025,12.46681374
KIT,1,comtro,1.9,0,19.18325,38.62929556
KIT,1,comtro,0.8,2,9.67975,18.8611357
KIT,1,comtro,1.6,2,12.60475,20.18812219
KIT,1,comtro,0.3,3,6.64375,25.27712424
KIT,1,diccin,0.25,0,0.088,10.89964476
KIT,1,diccin,0.3,0,1.495,7.043079937
KIT,1,diccin,0.6,0,10.82,17.88120801
KIT,1,diccin,0.25,1,4.8,7.613146524
KIT,1,diccin,3.9,1,14.91625,2.348507172
KIT,1,diccin,0.4,2,2.56075,7.789901119
KIT,1,diccin,3.7,2,16.162,11.26409144
KIT,1,diccin,0.3,4,18.16275,10.54108687
KIT,1,grebic,0.35,2,11.47225,20.27997732
KIT,1,ormtri,1.4,0,2.08,31.71794322
KIT,1,ormtri,1.7,0,2.52725,32.68344701
KIT,1,ormtri,1.8,1,3.344,32.72060001
KIT,1,ormtri,0.5,2,5.34625,35.23830596
KIT,1,ormtri,2,2,5.35,38.70276583
KIT,1,sclbir,0.45,0,4.8,42.38685348
KIT,1,sclbir,0.2,2,4.44675,45.12286822
KIT,1,sclbir,0.2,2,5.06275,45.1658959
KIT,1,unk,1.45,NA,12.259,22.92851759
KIT,2,acanil,3.6,2,16.996,47.35879119
KIT,2,acanil,4.5,3,12.4,50
KIT,2,acanil,5.5,3,15,50
KIT,2,acasen,0.4,0,13.472,19.01039758
KIT,2,acasen,3.5,2,6.711,23.04262309
KIT,2,acasen,0.3,2,11.5,11.12429773
KIT,2,acasen,3.4,2,17.072,17.151875
KIT,2,acasen,3.9,3,4.752,12.3149704
KIT,2,acasen,4.2,3,8.232,2.814991297
KIT,2,acasen,3.4,3,8.98,1.999899997
KIT,2,acasen,3.6,3,9.674,12.8694881
KIT,2,acasen,3.7,3,13.37625,15.00286426
KIT,2,acasen,3.5,3,13.96,12.7408163
KIT,2,acasen,3.2,3,14.374,12.27184273
KIT,2,albhar,0.47,0,18.49225,0.535434345
KIT,2,albhar,0.5,2,11.18275,7.382824828
KIT,2,albhar,0.45,3,6.464,17.97294367
KIT,2,albhar,0.5,3,7.7,50
KIT,2,albhar,0.3,3,13.383,16.9545071
KIT,2,comafr,0.63,0,5.10875,3.512929467
KIT,2,comafr,0.5,0,14.7,50
KIT,2,comafr,0.45,2,2.60625,30.6749525
KIT,2,comafr,0.58,2,10.58625,13.42912175
KIT,2,comafr,0.75,2,12.76675,4.070638087
KIT,2,comafr,0.45,2,13.46275,6.614708039
KIT,2,comafr,0.3,3,15.975,21.01807258
KIT,2,comafr,0.4,4,3.94525,13.53680178
KIT,2,commol,0.4,0,17.5,50
KIT,2,commol,0.4,2,3.675,45.25717647
KIT,2,commol,0.3,3,5.464,46.29801351
KIT,2,commol,0.7,4,14.48125,43.93506814
KIT,2,commol,0.37,4,16.7,50
KIT,2,comtro,0.65,2,0.13825,29.70047077
KIT,2,lanhum,0.35,4,0.95525,44.58358999
KIT,2,lanhum,0.5,4,15.436,39.4444373
KIT,2,sclbir,0.5,3,9.66475,30.01418985
KIT,2,sclbir,2.5,4,15.07,7.648862661
KIT,3,acabre,0.7,0,0.64,6.367919597
KIT,3,acabre,0.73,1,5.32675,0.886416627
KIT,3,acabre,0.95,2,3.76725,5.049537349
KIT,3,acabre,0.5,2,4.2,0
KIT,3,acabre,0.5,2,5.07275,4.06413674
KIT,3,acabre,0.9,2,5.905,5.689549631
KIT,3,acabre,0.4,2,6.045,4.929297617
KIT,3,acabre,0.4,2,6.21925,3.425044443
KIT,3,acanic,0.35,2,9.64225,21.64987332
KIT,3,acanil,0.6,0,6.775,42.10953899
KIT,3,acarob,5.2,1,0.856,21.78318765
KIT,3,acarob,3.4,1,17.27725,10.65770296
KIT,3,acarob,7.5,1,18.624,46.78182909
KIT,3,acarob,4.5,1,NA,NA
KIT,3,acarob,5.2,2,0.00925,22.09999806
KIT,3,acarob,0.9,2,6.294,45.92132816
KIT,3,acarob,6.4,2,8.61175,29.15472109
KIT,3,acarob,0.95,2,8.61625,29.04910043
KIT,3,acarob,5.6,2,12.25,22.81989264
KIT,3,acarob,7.9,2,20.82175,41.74077928
KIT,3,albhav,0.5,0,2.04325,10.09530235
KIT,3,balaeg,3.3,4,8.878,48.00222223
KIT,3,comtro,0.6,2,0.915,3.481777563
KIT,3,comtro,0.9,2,2.02,3.908912892
KIT,3,comtro,0.5,2,2.91975,3.809863506
KIT,3,diccin,0.35,0,1.31,10.21635454
KIT,3,diccin,0.33,0,2.37875,11.96584926
KIT,3,diccin,0.3,0,6.184,46.72003902
KIT,3,diccin,0.28,0,8.83275,48.27300045
KIT,3,diccin,0.5,0,16.95275,1.266596794
KIT,3,diccin,0.5,0,18.568,1.090585164
KIT,3,diccin,0.3,2,6.189,2.292657628
KIT,3,diccin,0.45,2,6.388,13.6822314
KIT,3,diccin,0.35,2,7.02175,47.0922471
KIT,3,diccin,0.25,3,8.08525,47.37726623
KIT,3,diccin,0.3,4,4.912,46.91580545
KIT,3,diccin,0.4,4,5.69125,15.9128776
KIT,3,grebic,1.2,0,6.54325,18.15697881
KIT,3,grebic,1.2,0,8.825,21.23957097
KIT,3,grebic,2.5,2,0.082,22.29984924
KIT,3,ormtri,0.3,2,8.16025,45.13581251
KIT,4,acager,3.5,0,0.9,7.445804188
KIT,4,acager,5.9,0,1.20275,18.96189317
KIT,4,acager,1.9,0,1.486,6.12223848
KIT,4,acager,5.4,0,2.12275,15.25299749
KIT,4,acager,3.9,0,3.56,24.54776238
KIT,4,acager,4,0,5.93275,22.22166685
KIT,4,acager,3.9,0,9.07775,24.36379394
KIT,4,acager,3.6,0,9.344,37.01194148
KIT,4,acager,4.1,0,10.783,24.09744615
KIT,4,acager,4.1,0,10.895,14.82764226
KIT,4,acager,4.1,0,11.37225,22.8237142
KIT,4,acager,4.9,0,13.125,42.73815623
KIT,4,acager,3.9,0,14.02325,47.20027511
KIT,4,acager,5.2,0,14.32525,44.08077603
KIT,4,acager,4.9,0,NA,NA
KIT,4,acager,5.4,1,1.565,20.54046677
KIT,4,acager,3.9,1,2.131,13.83686522
KIT,4,acager,2.4,1,2.666,34.73099728
KIT,4,acager,2.9,1,3.20475,13.42272616
KIT,4,acager,4.1,1,8.45875,32.09777811
KIT,4,acager,2.4,1,8.915,30.76558358
KIT,4,acager,2.5,1,12.30325,7.288349569
KIT,4,acager,4.3,1,19.216,5.54484842
KIT,4,acager,4.6,2,2.845,11.03929232
KIT,4,acager,2.6,2,4,0
KIT,4,acager,3.4,2,7.67725,22.21057929
KIT,4,acager,2.5,2,12.71125,6.550887225
KIT,4,acager,2.9,2,15.1,0
KIT,4,acager,3.3,2,15.39175,5.661628029
KIT,4,acager,4.4,2,16.76,2.170806302
KIT,4,acager,3,2,17.68625,2.757999445
KIT,4,acager,4.1,4,8.05775,29.52873563
KIT,4,acager,2.8,NA,2.83075,5.062297348
KIT,4,acager,3.2,NA,3.35875,4.728509114
KIT,4,albhar,0.38,0,2.608,7.138510769
KIT,4,albhar,0.35,0,3.412,5.882028222
KIT,4,albhar,0.4,4,1.24,8.510135134
KIT,4,comtro,0.5,0,10.07175,39.70826293
KIT,4,comtro,0.55,2,5.80775,32.54061742
KIT,4,comtro,0.45,2,6,33.02943725
KIT,4,comtro,0.55,2,6.481,11.26927855
KIT,4,comtro,0.4,2,8.304,18.63339969
KIT,4,comtro,0.4,2,18.45625,42.55843861
KIT,4,comtro,0.4,3,5.96975,12.66341522
KIT,4,comtro,0.4,4,1.277,8.099955
KIT,4,comtro,0.4,4,5.776,7.542401739
KIT,4,comtro,0.4,4,19.19575,0.403957841
KIT,4,corova,0.8,4,8.47,48.01276574
KIT,4,corova,0.6,4,9.64475,48.26253131
KIT,4,diccin,0.3,0,3.46575,18.88461217
KIT,4,diccin,0.4,1,4.42625,19.81157013
KIT,4,grebic,0.5,4,6.886,36.11356763
KIT,4,grebic,0.6,4,15.00625,4.615458909
KIT,4,ormtri,3.8,0,8.008,22.73063871
KIT,4,ormtri,0.4,0,10.08825,14.54363132
KIT,4,ormtri,0.45,1,6.952,7.59998
KIT,4,ormtri,0.4,1,7.684,16.3879878
KIT,4,ormtri,0.38,1,8.884,15.65485688
KIT,4,ormtri,0.4,2,5.331,32.80754703
KIT,4,ormtri,0.33,2,6.031,34.31985207
KIT,4,ormtri,0.5,2,6.46625,7.758711938
KIT,4,ormtri,0.3,2,10.513,13.86494973
KIT,4,ormtri,0.3,2,10.52325,11.10635896
KIT,4,ormtri,0.45,2,11.05,38.84708558
KIT,4,ormtri,0.3,2,11.314,10.59449876
KIT,4,ormtri,0.25,2,11.91625,15.18199545
KIT,4,ormtri,0.5,2,13.53775,8.528148975
KIT,4,ormtri,0.45,2,13.67025,9.239819529
KIT,4,ormtri,0.4,3,4.07125,7.002494087
KIT,4,ormtri,0.5,3,6.447,15.51374201
KIT,4,ormtri,0.4,3,6.54875,7.290670301
KIT,4,ormtri,1.9,3,11.98875,3.876838072
KIT,4,ormtri,0.75,3,16.642,38.375292
KIT,4,ormtri,0.5,3,18.9,0
KIT,4,ormtri,1.5,4,13.34825,5.129738974
KIT,4,ormtri,0.3,5,11.548,13.93749246
KIT,4,ormtri,0.5,5,11.969,14.7561187
KMS,1,acadre,0.28,0,10.68775,16.90479222
KMS,1,acager,5.3,0,9.94975,48.9987633
KMS,1,acager,4.7,1,1.55975,31.96196458
KMS,1,acarob,4,0,3.16025,6.357894301
KMS,1,acarob,0.46,0,5.43775,5.309507975
KMS,1,acarob,0.61,0,8.25275,6.652226502
KMS,1,acarob,5.2,0,14.58725,11.37814297
KMS,1,acasen,0.53,0,2.22675,23.29381
KMS,1,acasen,0.26,0,3.3,50
KMS,1,acasen,4.1,0,8.78675,3.339614414
KMS,1,acasen,0.25,0,10.116,44.12151856
KMS,1,acasen,5.3,0,14.10025,22.43731156
KMS,1,acasen,4.25,0,15.24,26.27274984
KMS,1,acasen,4.6,0,17.65625,21.29552586
KMS,1,acasen,4.7,1,0.47675,18.70363105
KMS,1,acasen,5.2,1,1.552,14.71839991
KMS,1,acasen,3.9,1,10.2040625,12.90269772
KMS,1,acasen,5.1,1,12.704,13.4483599
KMS,1,acasen,4,1,14.625,15.07014847
KMS,1,acasen,4.4,1,17.8341875,14.99439083
KMS,1,acasen,4.4,2,6.736,48.09571431
KMS,1,acasen,1.5,NA,0.48,7.183982183
KMS,1,acator,0.37,0,10.6,11.17139204
KMS,1,albhar,0.31,0,8.82025,31.05235661
KMS,1,albhar,0.33,0,9.04825,31.38228876
KMS,1,comtro,0.42,0,0.62575,17.18861358
KMS,1,comtro,0.42,0,1.628,36.49779218
KMS,1,comtro,0.78,0,2.14375,17.06588222
KMS,1,comtro,0.58,0,3.38125,36.5175244
KMS,1,comtro,0.93,0,4.204,38.22815291
KMS,1,comtro,0.46,0,4.896,36.13929352
KMS,1,comtro,0.37,0,8.49525,20.83460409
KMS,1,comtro,0.78,0,9.87825,22.20158051
KMS,1,comtro,0.69,0,14.50775,6.747235726
KMS,1,comtro,0.44,0,18.81125,6.492062341
KMS,1,comtro,0.4,0,19.039,6.125069714
KMS,1,comtro,0.5,0,19.4,0
KMS,1,comtro,3.5,1,2.82775,15.74813735
KMS,1,comtro,0.32,2,12.38,6.320253159
KMS,1,lanhum,0.44,0,8.38025,47.00309995
KMS,1,ormtri,0.3,0,3.565,34.19712763
KMS,1,ormtri,0.24,0,4.92475,49.13580243
KMS,1,ormtri,0.27,0,5.66325,2.759999898
KMS,1,ormtri,0.42,0,6.19375,48.38833597
KMS,1,ormtri,0.44,0,6.752,45.17294127
KMS,1,ormtri,0.2,0,8.155,32.17709409
KMS,1,ormtri,0.31,0,8.516,31.35254055
KMS,1,ormtri,0.46,NA,5.28825,33.10845146
KMS,2,acadre,0.47,0,7.473,8.608964572
KMS,2,acadre,0.58,0,10.987,9.915938231
KMS,2,acamel,0.71,0,8.1370625,34.90328798
KMS,2,acarob,7.1,0,10.96075,31.15585079
KMS,2,acarob,6.8,0,17.291,20.72507354
KMS,2,acarob,6.6,1,11.6545625,23.06315399
KMS,2,acarob,6,2,15.124,43.65771145
KMS,2,acarob,6.2,3,17.777,49.09541667
KMS,2,acarob,5.8,4,13.90275,44.36852218
KMS,2,acarob,5.7,5,5.584,35.15933651
KMS,2,acasen,4.1,3,15.98,4.850731904
KMS,2,acasen,0.68,6,9.74875,1.00093628
KMS,2,acasie,5.1,6,13.60675,17.31948051
KMS,2,acator,4.2,1,8.65,25.04850295
KMS,2,comtro,1.3,0,2.52,18.42849967
KMS,2,corova,0.39,0,16.512,36.54474616
KMS,2,grebic,0.87,0,15.76,35.82035261
KMS,2,ormtri,0.69,0,4.50125,17.53136471
KMS,2,ormtri,0.5,0,6.595822312,13.56957339
KMS,2,ormtri,0.5,0,8.194966825,12.72336081
KMS,2,ormtri,0.5,0,9.284,14.83432991
KMS,2,ormtri,0.5,0,9.385376578,12.24839072
KMS,2,ormtri,0.5,0,10.13602635,16.8982987
KMS,2,ormtri,0.5,0,10.64659686,12.97555469
KMS,2,ormtri,0.5,0,13.40931881,14.79510231
KMS,2,ormtri,0.68,0,16.675,26.02951033
KMS,2,ormtri,0.44,0,17.112,27.58528483
KMS,2,ormtri,1.22,1,13.77025,29.7359872
KMS,2,ormtri,0.84,1,15.11575,14.28825049
KMS,2,ormtri,0.72,1,17.24625,37.49972557
KMS,2,ormtri,1.26,2,12.10525,32.71784381
KMS,2,ormtri,0.8,3,5.256109057,32.47052825
KMS,2,ormtri,0.8,3,6.021487766,31.93364351
KMS,2,ormtri,0.8,3,8.213534472,31.32074085
KMS,2,ormtri,0.8,3,8.234737276,33.30126698
KMS,2,ormtri,0.8,3,8.453762136,30.71713065
KMS,2,ormtri,0.8,3,9.113346056,30.27800443
KMS,2,ormtri,0.8,3,9.429824733,33.1057831
KMS,2,ormtri,0.8,3,9.896280572,34.85807399
KMS,2,ormtri,0.8,3,10.80698553,33.90189414
KMS,2,ormtri,0.8,3,12.244,32.32701316
KMS,2,ormtri,0.8,3,12.7368345,35.61884806
KMS,2,ormtri,0.8,3,13.07268608,31.58870509
KMS,2,ormtri,0.8,3,13.15256173,35.29092219
KMS,2,ormtri,1.69,3,13.402,34.22418319
KMS,2,ormtri,0.8,3,13.46336327,33.801577
KMS,2,ormtri,0.8,3,14.00850782,31.0875057
KMS,2,ormtri,0.8,3,14.39033872,34.30620009
KMS,2,ormtri,0.8,3,14.42354509,34.62255124
KMS,2,ormtri,1.56,3,14.466,32.76675179
KMS,2,ormtri,0.8,3,16.63118876,31.72023965
KMS,2,ormtri,0.8,3,18.34773727,32.43543115
KMS,2,ormtri,0.8,3,18.65013428,33.31509557
KMS,2,ormtri,1.47,3,18.6505,29.99546677
MUS,1,acasen,0.65,1,4.05575,33.28500996
MUS,1,acasen,4.6,5,9.106,38.9740867
MUS,1,acasen,4.3,6,9.63075,46.64014071
MUS,1,acasen,NA,NA,NA,NA
MUS,1,acasie,5.2,7,17.88975,48.01081802
MUS,1,acator,6.9,0,2.86375,23.02257449
MUS,1,acator,4.7,0,6.25025,40.34679458
MUS,1,acator,0.52,0,14.588,39.62694568
MUS,1,acator,0.92,0,16.36,32.16771467
MUS,1,acator,0.63,0,17.82275,35.46213281
MUS,1,acator,6.2,1,10.27625,45.3001398
MUS,1,acator,5.6,1,10.94,15.89988679
MUS,1,acator,5.5,1,13.024,18.95719979
MUS,1,acator,3,2,10.77625,2.66128464
MUS,1,acator,4.2,3,6.41575,6.593796474
MUS,1,acator,6.5,3,9.75325,36.9399803
MUS,1,acator,5.4,3,16.006,39.21584663
MUS,1,acator,6,4,7.586,40.06508158
MUS,1,acator,5.5,4,10.721,47.53826098
MUS,1,acator,3.3,4,16.493,10.21474185
MUS,1,acator,4.65,5,10.474,37.77276303
MUS,1,acator,5.1,5,14.623,16.96843749
MUS,1,acator,NA,NA,13.73725,29.95560022
MUS,1,acator,NA,NA,NA,NA
MUS,1,acator,NA,NA,NA,NA
MUS,1,comtro,3.6,0,2.776,22.83185985
MUS,1,comtro,0.6,0,3.15225,39.98434626
MUS,1,comtro,4.4,0,3.91825,30.08173409
MUS,1,comtro,0.57,0,12.99625,5.965524783
MUS,1,comtro,0.88,0,13.68475,39.91398902
MUS,1,comtro,1.05,0,18.928,28.82712074
MUS,1,comtro,5,2,11.744,30.69097455
MUS,1,grebic,0.8,0,9.35,41.70376591
MUS,1,grebic,0.86,0,10.328,37.0041385
MUS,1,ormtri,0.72,0,3.37525,35.89830906
MUS,1,ormtri,0.51,0,5.72875,49.09367587
MUS,1,ormtri,0.52,0,7.1,50
MUS,1,ormtri,0.42,0,8.072,28.1429001
MUS,1,ormtri,0.71,0,10.05975,43.45771982
MUS,1,ormtri,0.62,0,11.82125,43.90508011
MUS,1,ormtri,0.51,0,12.136,25.32273305
MUS,1,ormtri,0.57,0,12.368,39.23001504
MUS,1,ormtri,0.58,0,17.38675,0.678914161
MUS,1,ormtri,0.54,0,18.712,34.65395634
MUS,1,ormtri,0.65,1,4.457,28.66047913
MUS,1,ormtri,0.66,1,12.96475,49.04330912
MUS,1,ormtri,0.62,2,1.09375,36.04279
MUS,1,ormtri,0.52,2,17.486,34.30000624
MUS,1,ormtri,2.5,2,17.659,3.487078863
MUS,1,ormtri,2.2,4,17.986,29.19726451
MUS,1,ormtri,0.97,5,6.40225,35.88400925
MUS,2,acager,1.18,0,16.95625,35.51636834
MUS,2,acarob,5.6,0,0.432,36.80707098
MUS,2,acarob,0.8,0,1.39375,18.83114598
MUS,2,acarob,6.6,0,2.777,20.00820509
MUS,2,acarob,6.6,0,2.78825,39.04939901
MUS,2,acarob,6.2,0,3.6605,16.95945871
MUS,2,acarob,0.62,0,3.77675,12.8567554
MUS,2,acarob,5.4,0,6.241,14.51516169
MUS,2,acarob,5.6,0,10.33375,8.841584187
MUS,2,acarob,6.9,0,10.34725,20.87640815
MUS,2,acarob,5.9,0,13.2225625,23.02316965
MUS,2,acarob,4.6,0,16.7250625,26.39762839
MUS,2,acarob,0.71,0,18.875,32.98081829
MUS,2,acarob,9.1,1,12.1035625,19.02646249
MUS,2,acarob,3.1,2,0.661,24.99126005
MUS,2,acarob,5.4,2,14.1589375,41.33486937
MUS,2,acarob,5.7,2,18.90775,39.55696452
MUS,2,acarob,5.5,3,1.83375,45.56408285
MUS,2,acarob,8.3,3,3.45,23.44754785
MUS,2,acarob,4.9,3,10.11225,20.09956218
MUS,2,acarob,3.7,4,15.075,9.835871847
MUS,2,acarob,2.9,7,16.67275,40.88850136
MUS,2,acarob,2.7,8,14.49875,39.67400133
MUS,2,acarob,1.6,9,13.5765625,41.07030512
MUS,2,acarob,4.1,NA,6.83925,41.25730823
MUS,2,acasen,0.52,0,4.6,44.07631871
MUS,2,acasen,0.56,0,5.86025,23.54121186
MUS,2,acasen,1.07,0,6.69075,45.99077758
MUS,2,acasen,7,0,15.8221875,10.33771651
MUS,2,acasen,6.8,1,7.072,6.784306597
MUS,2,acasen,7,1,9.0326875,15.45382013
MUS,2,acasen,0.53,1,9.344,12.98805852
MUS,2,acasen,6.8,2,2.64,14.15593162
MUS,2,acasen,6.4,3,0.775,4.737021744
MUS,2,acasen,2.7,6,5.36025,40.97128359
MUS,2,acasen,3.9,7,4.3328125,48.98548739
MUS,2,acasen,3,7,11.508,44.17111194
MUS,2,acasen,2.9,8,11.2556875,40.8589115
MUS,2,acasen,5,8,18.112,16.794209
MUS,2,acasen,2.2,9,3.79,41.9473048
MUS,2,acasen,2.8,9,13.52625,20.18738618
MUS,2,acasen,2.1,9,16.52925,40.8351817
MUS,2,acasen,2.5,NA,10.123,42.83865439
MUS,2,acasen,1.2,NA,14.445,42.6663805
MUS,2,acasen,2.8,NA,16.96,36.94939082
MUS,2,acasen,2.2,NA,18.48,39.40851285
MUS,2,acasie,2.2,8,11.599,42.89907055
MUS,2,ormtri,0.54,0,3.996,20.57004954
MUS,2,ormtri,0.51,0,5.478,44.0332994
MUS,2,ormtri,0.53,0,12.30325,7.288349569
MUS,2,ormtri,0.63,0,18.1954375,27.29040224
MUS,2,ormtri,0.52,1,14.29625,22.07503649
MUS,2,ormtri,0.76,1,15.33775,30.34391908
MUS,2,ormtri,0.56,1,18.624,9.702918324
MUS,2,ormtri,0.46,2,1.108,18.41943104
MUS,2,ormtri,0.7,2,1.8774375,35.11795617
MUS,2,ormtri,0.55,2,8.14,38.24285749
MUS,2,ormtri,0.54,2,11.49325,24.79692074
MUS,2,ormtri,0.54,2,11.8,17.25021739
MUS,2,ormtri,0.66,2,12.7545625,8.540704622
MUS,2,ormtri,0.54,2,14.26075,6.802279724
MUS,2,ormtri,0.57,2,15.985,29.32643475
MUS,2,ormtri,0.59,3,2.62,5.729362966
MUS,2,ormtri,0.55,3,2.8369375,35.06709052
MUS,2,ormtri,0.53,3,3.20275,22.77591694
MUS,2,ormtri,0.55,3,3.96275,22.88807251
MUS,2,ormtri,0.77,3,5.653,34.39219455
MUS,2,ormtri,0.68,3,8.376,20.88283084
