Site,Plot,Sp,Ht,Dam,X,Y
MUS,2,ormtri,0.6,3,9.21625,39.86339623
MUS,2,ormtri,0.77,3,12.94975,23.46367352
MUS,2,ormtri,0.6,3,18.73675,12.63701703
MUS,2,ormtri,0.67,4,2.4509375,32.97552041
MUS,2,ormtri,0.64,4,2.746,20.11341552
MUS,2,ormtri,0.65,4,3.62,20.31994609
MUS,2,ormtri,0.6,4,7.95,32.1941723
MUS,2,ormtri,0.84,5,1.704,34.7951855
SIM,1,acasie,0.6,0,11.39725,17.56662439
SIM,1,acator,7.2,0,17.7450675,2.637456999
SIM,1,acator,6.2,1,4.15696,45.53573258
SIM,1,acator,7.2,1,7.7496,16.51185331
SIM,1,acator,0.7,1,11.3053,5.54060393
SIM,1,acator,4.9,2,1.30079,18.17350669
SIM,1,acator,6.7,2,13.4767375,2.777615228
SIM,1,acator,9.3,2,16.8665325,34.19673934
SIM,1,acator,1.05,3,10,25
SIM,1,acator,0.95,3,16.0566675,1.637995358
SIM,1,acator,6,3,16.5516775,48.28781662
SIM,1,acator,4.2,4,4.87114,21.91516587
SIM,1,acator,6.7,5,0.6912125,21.20873936
SIM,1,acator,2.7,NA,NA,NA
SIM,1,balaeg,4.8,1,19.59439,0.468914201
SIM,1,balaeg,7.2,2,11.4926625,43.09009344
SIM,1,balaeg,3.4,2,16.2069625,11.00465658
SIM,1,balaeg,4.4,3,3.8682975,30.95926799
SIM,1,balaeg,3.6,3,3.9474375,40.98649141
SIM,1,balaeg,5.7,3,5.83402,7.459565044
SIM,1,balaeg,5.4,3,14.4003225,46.90103051
SIM,2,acadre,0.5,0,1.12911,21.08979636
SIM,2,acadre,3.7,0,3.2766725,36.23461162
SIM,2,acadre,5.1,0,5.01274,34.96354637
SIM,2,acadre,0.75,0,10.4701725,40.15762286
SIM,2,acadre,1.55,0,11.488,21.77545076
SIM,2,acadre,1.05,0,11.78794,31.84051293
SIM,2,acadre,3.3,0,11.9131525,32.47593376
SIM,2,acadre,4.4,0,12.3904875,21.73651811
SIM,2,acadre,1.85,0,12.88608,22.62809188
SIM,2,acadre,2.6,0,12.9398275,17.36998746
SIM,2,acadre,4,0,12.9530575,21.98837651
SIM,2,acadre,1.1,0,13.52256,40.86310933
SIM,2,acadre,2.2,0,16.89773,16.38896949
SIM,2,acadre,0.85,0,20.6954125,35.9572082
SIM,2,acadre,3.4,1,1.0539325,33.90446875
SIM,2,acadre,4.4,1,3.16728,13.64728681
SIM,2,acadre,3.9,1,4.12336,35.26609684
SIM,2,acadre,1.9,1,6.2772375,3.765460047
SIM,2,acadre,3.9,1,9.5030725,13.54969052
SIM,2,acadre,3.2,1,9.5789225,16.83571037
SIM,2,acadre,2.9,1,9.8209,32.79575566
SIM,2,acadre,4.4,1,12.94095,30.07339936
SIM,2,acadre,0.6,1,13.0400975,42.75001675
SIM,2,acadre,2.4,1,13.56384,21.66416037
SIM,2,acadre,4.2,1,18.72046,9.625324794
SIM,2,acadre,3.9,1,18.93364,33.90528732
SIM,2,acadre,2.7,2,0.56986,32.85947027
SIM,2,acadre,3.1,2,4.28057,16.84461696
SIM,2,acadre,2.8,2,4.6780375,2.533449259
SIM,2,acadre,4.1,2,5.44636,33.76942506
SIM,2,acadre,1.8,2,5.79268,19.93545732
SIM,2,acadre,2.3,2,7.2933025,35.07686901
SIM,2,acadre,3.4,2,10,25
SIM,2,acadre,4.4,2,10,25
SIM,2,acadre,3.6,2,12.27356,1.06870245
SIM,2,acadre,4.2,2,20.21924,31.73131549
SIM,2,acadre,4.9,3,4.01416,1.541596411
SIM,2,acadre,1.17,3,9.8627125,41.57694817
SIM,2,acadre,3.5,3,NA,NA
SIM,2,acadre,3.7,3,NA,NA
SIM,2,acadre,6.2,3,NA,NA
SIM,2,acator,7.2,0,10.05092,7.877303292
SIM,2,balaeg,3.7,2,NA,NA
SIM,2,comtro,2.3,2,4.5388,37.42398336
SIM,2,comtro,1.15,2,9.4496875,39.26718089
SIM,2,comtro,1.03,2,10.4719875,38.19551451
SIM,2,comtro,1.15,2,10.6729875,37.73317735
SIM,2,comtro,1.15,2,12.5767225,39.86843787
SIM,2,comtro,0.7,2,23.6390375,11.8435428
SIM,2,comtro,1,3,0.1337275,37.54071764
SIM,2,comtro,0.5,3,6.94729,26.56664754
SIM,2,comtro,0.7,3,NA,NA
SIM,2,ormtri,0.5,0,12.36094,45.94201253
SIM,2,ormtri,0.55,2,0.7683275,36.7222113
SIM,2,ormtri,0.85,2,12.1338775,40.19545938
SIM,2,ormtri,0.55,3,11.3755,46.82602776
SIM,3,acadre,2.9,NA,NA,NA
SIM,3,acarob,4.4,0,18.6388525,40.88102651
SIM,3,acarob,8.4,1,5.8443075,29.0187591
SIM,3,acarob,7.7,1,17.9901525,6.265533738
SIM,3,acarob,8.8,2,3.6411625,4.162071077
SIM,3,acarob,6.1,2,6.5667025,10.74181169
SIM,3,acarob,8.4,2,10.6985875,19.0171666
SIM,3,acarob,8.3,2,15.64256,6.396898987
SIM,3,acarob,3.4,2,NA,NA
SIM,3,acarob,8.6,5,17.40096,39.35262516
SIM,3,acarob,7.2,NA,5.0945125,7.261049675
SIM,3,acarob,2.9,NA,18.44074,8.121675212
SIM,3,acator,4.3,2,11.78087,35.97026365
SIM,3,acator,6.7,2,13.01576,37.23587482
SIM,3,acator,7.6,2,19.59031,49.38375808
SIM,3,acator,0.6,3,6.5857,35.34143747
SIM,3,comtro,4.1,1,3.2422525,1.445786542
SIM,3,comtro,5.9,1,5.4862375,42.51537589
SIM,3,comtro,0.75,2,1.21375,28.83477354
SIM,3,comtro,0.8,2,2.11609,31.01758279
SIM,3,comtro,0.9,2,6.10972,15.89629584
SIM,3,comtro,4.9,2,7.426,4.455347798
SIM,3,comtro,1.1,2,9,26
SIM,3,comtro,5.4,2,13.39891,7.591390572
SIM,3,comtro,5.4,2,16.88169,21.45456927
SIM,3,comtro,6.7,2,18.40251,2.703262048
SIM,3,comtro,0.95,2,NA,NA
SIM,3,comtro,1.2,5,9.9018525,14.77962845
SIM,3,comtro,1.5,5,14.13623,12.0266621
SIM,3,comtro,NA,NA,NA,NA
SIM,3,corova,0.65,0,0.2179025,3.072282295
SIM,3,corova,0.85,1,4.0109275,4.27224304
SIM,3,diccin,7,1,3.89001,4.166271979
SIM,3,diccin,4.4,1,6.8984275,6.819215353
SIM,3,diccin,0.5,1,11.1452725,8.87949328
SIM,3,diccin,4.9,1,15.1549725,11.73949354
SIM,3,diccin,4.4,2,0.5444,4.547529949
SIM,3,diccin,3.9,2,1.68758,12.49656648
SIM,3,diccin,2.9,2,6.34744,2.144762329
SIM,3,diccin,2.8,2,18.27775,8.119350648
SIM,3,diccin,2.1,NA,7.5447125,4.549001351
SIM,3,diccin,1.75,NA,19.5841975,49.21310212
SIM,3,gresp,0.4,4,10.3493275,10.99551819
SIM,3,ormtri,0.8,0,12.871,47.11669304
SIM,3,ormtri,0.45,1,14.89958,45.7641275
SIM,3,ormtri,0.6,2,19.9516775,40.73012595
SIM,3,ormtri,0.65,2,NA,NA
SIM,3,ormtri,0.6,4,6.8909975,12.55294999
SIM,4,acarob,2.8,3,3.1034825,19.01844621
SIM,4,acator,1.7,1,0.29,43.78676413
SIM,4,acator,3.4,1,0.4651675,16.65350471
SIM,4,acator,3.6,1,1.27738,3.053588108
SIM,4,acator,2.62,1,3.90556,48.15365196
SIM,4,acator,0.6,1,4.7839325,37.23712846
SIM,4,acator,1.35,1,5.0166125,18.97815847
SIM,4,acator,0.5,1,14.1176275,4.237946882
SIM,4,acator,1.05,1,18.4726275,6.245961355
SIM,4,acator,0.7,1,19.5739625,20.03547085
SIM,4,acator,0.95,1,NA,NA
SIM,4,acator,1.15,2,0.1609975,49.33933382
SIM,4,acator,0.7,2,0.3548125,41.97784268
SIM,4,acator,1.5,2,0.61048,5.556564961
SIM,4,acator,0.8,2,0.6122875,1.281211933
SIM,4,acator,5.9,2,2.88252,26.57412235
SIM,4,acator,1.05,2,2.9878,35.16794178
SIM,4,acator,0.75,2,5.2372825,41.09608109
SIM,4,acator,0.7,2,5.8363475,49.1356807
SIM,4,acator,5.4,2,6.04792,16.93230828
SIM,4,acator,5.8,2,6.7711875,8.946475275
SIM,4,acator,0.75,2,12.87028,6.547479876
SIM,4,acator,3.6,2,13.04192,8.954368918
SIM,4,acator,0.8,2,15.306,15.4527947
SIM,4,acator,0.55,2,16.83424,13.94517707
SIM,4,acator,0.6,2,17.86236,13.92690185
SIM,4,acator,0.65,2,NA,NA
SIM,4,acator,0.9,2,NA,NA
SIM,4,acator,1.2,2,NA,NA
SIM,4,acator,1.3,2,NA,NA
SIM,4,acator,1.9,2,NA,NA
SIM,4,acator,10.8,2,NA,NA
SIM,4,acator,0.7,3,5.07725,48.47962753
SIM,4,acator,2.9,3,7.9387975,23.49500999
SIM,4,acator,5.6,4,6.57608,24.83407481
SIM,4,acator,4.4,4,8.1086775,19.37135383
SIM,4,comtro,0.9,2,1.8566875,4.230497787
SIM,4,comtro,0.65,2,5.2955375,27.24814551
SIM,4,comtro,1.03,2,NA,NA
SIM,4,ormtri,0.75,1,5.2372825,41.09608109
TAW,1,acager,2.4,7,18.2903125,36.81034615
TAW,1,acator,4,0,0.81775,30.01672487
TAW,1,acator,0.8,0,1.22025,0.872347372
TAW,1,acator,1.5,0,5.59,10.27822455
TAW,1,acator,1.25,0,5.611,5.345949775
TAW,1,acator,3,0,6.49125,32.88995402
TAW,1,acator,4,0,6.5746875,6.57749833
TAW,1,acator,0.5,0,7.0175625,0.675512071
TAW,1,acator,1.3,0,11.7328125,25.80820821
TAW,1,acator,0.3,0,12.832,35.58369756
TAW,1,acator,10,0,19.46,32.90852844
TAW,1,acator,2.5,0,19.4703125,6.879638882
TAW,1,acator,7.5,0,19.729,6.744557732
TAW,1,acator,0.4,0,19.888,34.20039697
TAW,1,acator,5,1,14.54,21.82
TAW,1,acator,6,3,1.06,26.77902911
TAW,1,acator,0.5,5,11.0784375,42.82307708
TAW,1,acator,0.4,6,6.3656875,29.46398231
TAW,1,acator,2.2,7,10.103,47.53233086
TAW,2,acarob,6,0,3.61175,6.686947131
TAW,2,acarob,4.5,0,8.1,0
TAW,2,acarob,6.2,0,9.1096875,30.78024681
TAW,2,acarob,3.8,0,9.93075,9.582285971
TAW,2,acarob,6,1,4.4384375,44.07882845
TAW,2,acarob,7.5,1,6.7020625,30.42046775
TAW,2,acarob,4.2,1,9.0305,9.558900028
TAW,2,acarob,3.5,1,9.34,4.574319622
TAW,2,acarob,1.8,1,12.64,8.442179813
TAW,2,acarob,7,1,16.3453125,34.32029148
TAW,2,acarob,5.2,1,17.73175,22.18434227
TAW,2,acarob,5.5,2,7.644,7.198559856
TAW,2,acarob,5,2,14.9554375,34.97419256
TAW,2,acarob,5,2,16.9365625,14.88809426
TAW,2,acarob,4.5,2,17.308,16.48159992
TAW,2,acarob,3,2,17.7259375,10.09708571
TAW,2,acarob,5,2,18.2909375,9.903615773
TAW,2,acarob,6.5,3,0.2890625,42.75576485
TAW,2,acarob,6.5,3,6.7429375,39.12007381
TAW,2,acarob,4.5,3,18.3565625,9.458282782
TAW,2,acarob,3.8,4,1.2425625,43.06036468
TAW,2,acarob,4.5,4,3.56,45.29506642
TAW,2,acarob,6.3,4,6.2065,40.49727104
TAW,2,acarob,5,4,15.81875,43.77367296
TAW,2,acarob,4,5,1.17175,45.75889143
TAW,2,acarob,6,5,3.7725,44.76829437
TAW,2,acarob,5.5,5,19.152,16.37806142
TAW,2,acarob,5.5,6,15.25525,44.853414
TAW,2,acarob,6.1,9,0.88,35.82729384
TAW,2,acator,0.6,0,13.8,15.82908715
TAW,2,acator,0.5,5,18.4395625,47.17419883
TAW,2,comtro,1.3,0,7.632,10.76998496
TAW,2,comtro,0.75,0,12.30325,7.288349569
TAW,2,comtro,0.55,0,12.508,18.21976773
TAW,2,comtro,1.1,0,14.20625,31.87777378
TAW,2,comtro,0.7,0,15.0713125,45.83577249
TAW,2,comtro,1,0,15.68425,32.51483203
TAW,2,comtro,0.8,1,14.99525,32.6182844
TAW,2,comtro,3.5,3,8.621,16.93157875
TAW,2,comtro,1.6,7,12.24375,14.78954313
TAW,2,comtro,1.3,9,8.9015625,20.82749829
TAW,2,comtro,NA,9,16.808,9.687679598
TAW,2,grebic,1.25,3,8.355,31.30421657
TAW,3,acasen,0.8,8,7.9198125,49.3078512
TAW,3,acator,5.5,1,1.60425,20.03587737
TAW,3,acator,6.3,1,13.3140625,41.77453711
TAW,3,acator,4.1,1,18.1823125,3.675052673
TAW,3,acator,9.6,3,1.03,42.77302968
TAW,3,acator,3.2,3,1.0803125,28.12926279
TAW,3,acator,3.7,3,12.541,43.33942052
TAW,3,acator,4,5,8.8635625,9.441385481
TAW,3,acator,4.1,7,12.66325,49.03454703
TAW,3,acator,4.2,7,16.751,39.07278631
TAW,3,acator,0.4,8,6.458,37.6912943
TAW,3,acator,0.5,8,14.08375,28.28794772
TAW,3,acator,4.2,NA,17.76475,36.68633569
TAW,3,acator,5.2,NA,18.874,37.75164811
TAW,3,balaeg,3.9,4,9.492,26.65600857
TAW,3,balaeg,3.7,6,12.178,6.701217501
TAW,3,comtro,0.55,0,5.53975,11.53911478
TAW,3,comtro,0.5,0,11.68,21.7639059
TAW,3,comtro,2.9,4,2.888,43.51390287
TAW,3,comtro,4.5,4,7.6,50
TAW,3,comtro,5.5,4,7.7079375,48.8051362
TAW,3,comtro,3.2,5,3.829,44.14007176
TAW,3,comtro,NA,6,4.35525,12.77817661
TAW,3,comtro,3.2,7,14.8465,14.35283727
TAW,3,comtro,0.8,8,1.228,37.96247467
TAW,3,comtro,0.5,8,12.6971875,36.27151029
TAW,3,comtro,0.6,8,13.421,29.26972427
TAW,3,comtro,0.7,8,14.97875,26.22359717
TAW,3,comtro,0.55,8,17.76175,34.46036561
TAW,3,comtro,0.65,9,10.9253125,22.54196191
TAW,3,comtro,0.75,9,12.01825,29.33345644
TAW,3,comtro,0.55,9,14.503,21.09556804
TAW,3,comtro,0.35,9,15.566,43.95106257
TAW,3,comtro,0.6,9,17.575,27.6940314
TAW,3,comtro,0.45,9,18.284,17.9180173
TAW,3,comtro,0.6,9,18.7,27.06880123
TAW,4,acarob,5.4,0,6.05,38.02167145
TAW,4,acarob,6,0,9.277,21.9175106
TAW,4,acarob,5.9,0,10.263,24.32346256
TAW,4,acarob,5.2,0,17.57625,2.089362567
TAW,4,acarob,4,2,2.30875,42.13679714
TAW,4,acarob,3.9,3,8.95,3.185514087
TAW,4,acator,3.4,0,9.628,7.328820915
TAW,4,acator,0.18,0,19.1,33.88805099
TAW,4,acator,0.31,0,19.3681875,24.84196677
TAW,4,acator,5.8,1,5.76,18.31563267
TAW,4,acator,0.23,3,6.448,10.59166163
TAW,4,acator,0.2,3,6.79375,9.891661182
TAW,4,acator,0.25,3,13.43675,5.710844897
TAW,4,acator,0.16,4,15.27625,49.14783456
TAW,4,acator,3.3,5,17.95025,23.91230907
TAW,4,acator,3.4,6,7.132,21.5505122
TAW,4,comtro,0.2,0,16.489,48.08352433
TAW,4,comtro,0.44,2,7.921,27.89727153
TAW,4,comtro,0.4,2,11.01875,39.49160858
TAW,4,comtro,0.37,2,11.38425,38.24145463
TAW,4,ormtri,0.32,0,6.65875,6.634835977
TAW,4,ormtri,0.25,0,7.5023125,8.112817461
TAW,4,ormtri,0.37,0,19.009,23.97953125
TOG,1,acarob,0.57,0,0.4650625,13.94224576
TOG,1,acarob,4.3,0,1.09625,37.5840157
TOG,1,acarob,3.9,0,14.07425,15.72022541
TOG,1,acarob,0.64,0,14.67775,5.284283768
TOG,1,acarob,0.55,0,14.84,4.115142768
TOG,1,acarob,0.6,1,0.2093125,5.345903878
TOG,1,acarob,4.8,1,1.154,40.28347408
TOG,1,acarob,5.3,1,5.07375,25.90785713
TOG,1,acarob,5.2,1,5.1891875,1.078115527
TOG,1,acarob,0.5,1,14.816,45.44630436
TOG,1,acarob,5.4,2,0.07325,30.69991261
TOG,1,acarob,3.6,2,0.146,22.89953458
TOG,1,acarob,4.5,2,0.27775,39.49902347
TOG,1,acarob,4.6,2,1.84375,17.90532284
TOG,1,acarob,5.8,2,4.262,27.97722924
TOG,1,acarob,0.32,2,4.6326875,48.40368971
TOG,1,acarob,5.1,2,9.44525,12.28972141
TOG,1,acarob,0.5,2,16.09,40.4709969
TOG,1,acarob,3.9,2,16.24975,29.86545873
TOG,1,acarob,0.5,2,17.87325,33.5368006
TOG,1,acarob,0.42,2,18.20125,5.091610594
TOG,1,acarob,4.7,3,1.1914375,29.57601185
TOG,1,acarob,4.7,3,5.3409375,19.06605325
TOG,1,acarob,1.5,3,6.384,4.985433181
TOG,1,acarob,4.5,3,12.68125,9.256127616
TOG,1,acarob,0.51,3,15.175,30.38471578
TOG,1,acarob,3.8,3,16.56,16.95453922
TOG,1,acarob,3.6,4,1.253,33.17634686
TOG,1,acarob,5.1,4,11.60225,4.651644326
TOG,1,acarob,3.5,4,11.7589375,6.42552635
TOG,1,acarob,2.6,5,10.414,9.505714281
TOG,1,acarob,2.1,6,5.712,24.5441043
TOG,1,acarob,3.4,6,6.481,11.26927855
TOG,1,acarob,2.8,7,1.1789375,28.37551949
TOG,1,acarob,3.1,8,5.62875,8.506301984
TOG,1,acarob,5.2,8,11.158,37.26538657
TOG,1,acarob,5.1,NA,0.27875,14.19726377
TOG,1,acarob,NA,NA,6.128,21.75333574
TOG,1,acarob,2,NA,10,17.43588254
TOG,1,acasen,0.43,0,4.92625,1.955009191
TOG,1,comtro,0.5,1,15.891,41.54564497
TOG,1,comtro,0.91,1,18.832,35.44679499
TOG,1,comtro,0.4,2,14.83875,43.49988474
TOG,1,comtro,0.94,2,15.63075,45.74328126
TOG,1,comtro,0.52,3,0.78275,3.308670796
TOG,1,comtro,0.86,3,3.66325,21.99705888
TOG,1,comtro,0.94,3,4.647,48.79775585
TOG,1,comtro,1.2,3,12.51125,2.181426927
TOG,1,comtro,0.85,4,8.69375,46.99023075
TOG,1,comtro,0.6,4,10.70525,45.79909266
TOG,1,comtro,2.1,5,17.25,21.92823522
TOG,1,comtro,2.1,6,0.71,39.44361038
TOG,1,corova,0.51,6,15,22.44994432
TOG,2,acamel,0.2,4,13.648,16.09167785
TOG,2,acarob,5.1,0,11.89175,12.97483264
TOG,2,acarob,4.9,0,12.156,11.59619179
TOG,2,acarob,5.7,1,9.08,20.69573869
TOG,2,acarob,5.6,1,13.31875,42.98384462
TOG,2,acarob,3.6,1,15.882,32.64126339
TOG,2,acarob,3.3,1,17.222,10.74675374
TOG,2,acarob,5.2,2,7.264,10.17272353
TOG,2,acarob,3.9,2,15.502,7.679713276
TOG,2,acarob,4.1,3,14.942,33.52054051
TOG,2,acarob,4.3,4,14.4250625,13.92551873
TOG,2,acarob,4.9,4,16.204,7.605286582
TOG,2,acasen,0.35,1,5.84,40.17778491
TOG,2,acasen,0.3,1,5.9021875,34.8030772
TOG,2,acasen,0.25,1,10,38.26489906
TOG,2,acasen,0.3,5,3.616,38.12892005
TOG,2,acator,0.5,0,0.62875,34.19421988
TOG,2,albhar,0.28,2,11.0390625,13.25524798
TOG,2,albhar,0.2,3,12.915,24.39185879
TOG,2,albhar,0.35,4,6.91,29.09058095
TOG,2,comtro,1.44,1,5.372,33.876712
TOG,2,comtro,0.81,1,6.10875,9.625132385
TOG,2,comtro,0.76,1,9.19425,10.68998442
TOG,2,comtro,1.12,1,15.83725,24.65099415
TOG,2,comtro,0.51,2,4.43125,31.79267248
TOG,2,comtro,0.78,2,9.192,1.413200623
TOG,2,comtro,0.81,2,9.747,23.23867447
TOG,2,comtro,0.56,4,14.048,22.94043801
TOG,3,acadre,0.27,2,0.6011875,38.09525658
TOG,3,acadre,0.74,2,15.31875,41.03383846
TOG,3,acahoc,1.15,7,16.39,17.94039855
TOG,3,acarob,3.9,0,9.2,0
TOG,3,acarob,3.8,1,6.91725,2.898560408
TOG,3,acarob,2.9,1,12.7318125,0.680771962
TOG,3,acarob,7.4,1,14.263,17.27214031
TOG,3,acarob,4.4,1,15.921,15.47132053
TOG,3,acarob,7.7,3,4.06825,34.05788223
TOG,3,acarob,6.4,4,6.44025,22.18407492
TOG,3,acasen,0.23,0,17.00825,9.121920408
TOG,3,acasen,0.16,1,3.4085625,0.533105696
TOG,3,balaeg,0.37,3,9.38575,39.70576403
TOG,3,comtro,2.4,1,14.6638125,23.91181932
TOG,3,comtro,0.41,2,10,1.417744688
TOG,3,comtro,2.7,2,14.70925,21.56033312
TOG,3,comtro,0.48,2,16.07375,25.80299519
TOG,3,comtro,0.6,3,1.54,19.84032258
TOG,3,comtro,0.35,3,7.2795625,31.31501988
TOG,3,comtro,2.5,3,12.794,23.20697231
TOG,3,comtro,0.43,3,17.696,46.44288518
TOG,3,comtro,1.5,4,16.375,17.88636003
TOG,3,comtro,1.5,6,15.1830625,24.53155342
TOG,3,corova,0.64,1,18.064,48.76158225
TOG,3,corova,0.6,2,9.79925,38.88424745
TOG,3,ormtri,2.7,0,9.54325,1.736772707
TOG,3,ormtri,2.5,0,12.08,2.79885691
TOG,3,ormtri,3.2,0,14.2485625,15.3584168
TOG,3,ormtri,2.7,1,11.7182275,16.57628258
TOG,3,ormtri,2.9,1,17.64875,2.315517963
TOG,3,ormtri,2.2,3,12.6171875,40.58394485
TOG,3,ormtri,2.1,3,13.5394375,31.18787637
TOG,3,ormtri,0.27,5,13.5619375,41.85778125
TOG,4,acarob,7.2,0,5.15625,29.24898436
TOG,4,acarob,0.4,0,6.7405625,3.824567581
TOG,4,acarob,5.7,1,4.281,42.08336947
TOG,4,acarob,6,1,5.737,10.31149024
TOG,4,acarob,4.4,1,6.607,23.90371417
TOG,4,acarob,5.4,1,9.10375,6.523935617
TOG,4,acarob,3.5,2,4.375,43.30228584
TOG,4,acarob,7.2,2,9.92325,11.64556179
TOG,4,acarob,5.1,2,11.6453125,10.60420656
TOG,4,acarob,4.1,2,12.4384375,5.499570216
TOG,4,acarob,5.6,2,15.52025,11.13246783
TOG,4,acarob,3.7,3,6.07625,3.672762712
TOG,4,acarob,5.4,3,7.74775,9.163643922
TOG,4,acarob,6.4,3,12.159,42.28516241
TOG,4,acarob,6.9,3,15.21325,12.5158709
TOG,4,acarob,6.5,3,16.405,14.35673971
TOG,4,acarob,6.5,3,17.562,15.91433806
TOG,4,acarob,3.7,4,14.34875,14.21806504
TOG,4,acarob,4.4,5,12.68125,18.82753033
TOG,4,acarob,2,5,12.93225,12.08498696
TOG,4,acarob,1.45,NA,15.304,20.87616811
TOG,4,acarob,1.53,NA,18.505,21.23882869
TOG,4,acasen,0.35,0,1.4,0
TOG,4,acasen,0.35,0,4.1959375,4.56443956
TOG,4,acasen,0.33,0,8.8,50
TOG,4,acasen,0.42,0,9.564,45.66642134
TOG,4,acasen,0.5,0,12.52525,9.130614023
TOG,4,acasen,0.46,1,6.568,20.62532764
TOG,4,acasen,0.41,1,7.6,0
TOG,4,acasen,0.43,1,12.63925,33.35489984
TOG,4,acasen,0.25,1,15.9596875,9.745684938
TOG,4,acasen,0.4,2,1.6224375,2.523429523
TOG,4,acasen,0.38,2,5.32675,0.886416627
TOG,4,acasen,0.3,3,9.2230625,0.705420528
TOG,4,acator,0.2,0,2.1624375,17.07092677
TOG,4,acator,0.2,0,3.9428125,14.56870409
TOG,4,acator,0.25,0,6.23125,49.07181713
TOG,4,acator,0.7,0,9.504,42.67374693
TOG,4,acator,0.35,0,11.3614375,2.340456779
TOG,4,acator,0.4,0,15.046,36.372532
TOG,4,acator,0.3,0,15.966,20.7771178
TOG,4,acator,0.45,1,10.897,21.83449999
TOG,4,acator,0.42,1,18.46675,47.7775814
TOG,4,acator,0.45,2,3.04825,16.43814409
TOG,4,acator,0.45,2,10.73375,22.41473924
TOG,4,acator,0.2,3,4.22125,49.18082454
TOG,4,acator,0.42,5,3.7,50
TOG,4,acator,3.6,5,15.69875,28.52654549
TOG,4,comtro,0.4,0,3.5771875,45.05897484
TOG,4,comtro,0.6,0,5.25925,33.93916909
TOG,4,comtro,0.8,0,12.168,24.89323247
TOG,4,comtro,0.7,1,1.94525,39.2749824
TOG,4,comtro,0.62,1,2.59375,34.21163527
TOG,4,comtro,0.54,1,3.26575,46.48220567
TOG,4,comtro,2.4,1,6.199,14.75033556
TOG,4,comtro,3.4,1,9.457,15.07995859
TOG,4,comtro,0.65,1,9.94275,44.42310817
TOG,4,comtro,1.1,1,11.475,22.28133526
TOG,4,comtro,0.54,1,13.40575,6.271033961
TOG,4,comtro,1.25,1,17.26275,47.8188392
TOG,4,comtro,2.5,2,3.982,13.73439755
TOG,4,comtro,0.45,2,6.958,44.13516957
TOG,4,comtro,0.45,2,11.55875,3.903242042
TOG,4,comtro,0.48,2,13.87875,25.45167422
TOG,4,comtro,1.5,2,15.625,43.30228584
TOG,4,comtro,2.9,3,2.064,21.50116053
TOG,4,comtro,0.3,3,6.2846875,18.72520659
TOG,4,comtro,1.3,4,1.464,35.07161415
TOG,4,comtro,1.6,4,13.335,5.434866604
TOG,4,comtro,1.75,5,11.143,7.797021931
TOG,4,comtro,1.55,6,4.356,37.5394517
TOG,4,comtro,0.88,6,9.9195625,3.876181086
TOG,4,grebic,0.4,0,11.19425,9.833553119
TOG,4,ormtri,0.24,3,9.816,34.55538463
